Frame #,Angle
0,7.41
1,7.325
2,7.282
3,7.3320003
4,7.228
5,7.46
6,7.7200003
7,7.244
8,7.014
9,6.6019998
10,6.2999997
11,6.0239997
12,6.006
13,6.172
14,6.8259997
15,6.93
16,6.658
17,7.4
18,7.5820003
19,8.216
20,8.446
21,8.84
22,8.757999
23,8.334
24,7.608
25,7.3980002
26,7.4440002
27,7.426
28,7.69
29,7.662
30,7.898
31,8.17
32,8.3619995
33,8.814
34,8.492
35,8.762
36,8.718
37,8.52
38,8.110001
39,8.666
40,9.102
41,9.132
42,8.36
43,7.948
44,7.312
45,5.386
46,4.438
47,3.95
48,2.96
49,2.318
50,3.048
51,3.374
52,4.356
53,5.216
54,5.406
55,6.9839997
56,8.132
57,10.502
58,13.08
59,15.948
60,17.738
61,18.446
62,19.08
63,20.368
64,22.494
65,23.998001
66,26.666
67,27.72
68,28.874
69,28.732
70,26.964
71,25.184
72,22.842001
73,19.758
74,17.355999
75,16.034
76,14.576
77,13.686
78,12.406
79,10.318
80,7.572
81,5.2980003
82,3.858
83,2.334
84,2.634
85,3.672
86,4.75
87,5.37
88,6.872
89,7.414
90,7.526
91,6.31
92,7.52
93,8.886
94,10.648
95,12.696
96,16.738
97,15.868
98,17.27
99,18.888
100,20.986
101,22.044
102,25.608
103,26.996
104,27.416
105,26.524
106,26.128
107,24.662
108,22.87
109,20.822
110,19.944
111,18.172
112,16.942
113,14.742
114,13.401999
115,10.7439995
116,8.194
117,5.8719997
118,4.24
119,2.272
120,2.002
121,1.8460001
122,2.326
123,3.29
124,4.334
125,4.956
126,5.516
127,5.268
128,5.358
129,7.114
130,9.272
131,11.372
132,13.954
133,16.342
134,16.612
135,17.348
136,19.034
137,21.36
138,22.548
139,24.532
140,25.422
141,25.748001
142,24.824
143,23.736
144,21.528
145,18.84
146,16.302
147,14.588
148,13.202
149,13.142
150,12.192
151,10.908
152,8.782
153,6.646
154,4.242
155,2.7120001
156,1.726
157,2.576
158,3.174
159,3.296
160,3.468
161,4.108
162,3.73
163,4.35
164,3.71
165,5.002
166,8.323999
167,9.24
168,10.356
169,12.546
170,13.8359995
171,13.538
172,16.438
173,18.689999
174,21.199999
175,23.198
176,24.661999
177,24.47
178,24.23
179,23.726
180,22.916
181,20.684
182,18.524
183,16.392
184,14.72
185,13.484
186,12.86
187,12.04
188,11.728
189,10.783999
190,9.032
191,7.3059998
192,5.844
193,3.9819999
194,2.8249998
195,2.0266666
