Frame #,Angle
0,1.4190519
1,1.4223889
2,1.4207112
3,1.41328
4,1.4156266
5,1.45048
6,1.47624
7,1.5112801
8,1.5492
9,1.57304
10,1.55064
11,1.5104
12,1.45592
13,1.39464
14,1.35712
15,1.38592
16,1.46984
17,1.58984
18,1.74504
19,1.89048
20,1.9776801
21,2.0236
22,2.0544
23,2.06864
24,2.09872
25,2.17616
26,2.27
27,2.346
28,2.38272
29,2.3739998
30,2.3051999
31,2.2051198
32,2.10016
33,2.04456
34,2.0516
35,2.1687999
36,2.46376
37,3.04056
38,3.99784
39,5.48376
40,7.5876
41,10.303761
42,13.5502405
43,17.15184
44,20.81992
45,24.31144
46,27.436
47,30.031761
48,32.00104
49,33.38232
50,34.17832
51,34.4084
52,34.122242
53,33.3944
54,32.1672
55,30.41552
56,28.10272
57,25.27936
58,22.072319
59,18.89504
60,16.23672
61,14.67544
62,14.553599
63,16.0184
64,18.819439
65,22.499039
66,26.396559
67,29.99288
68,32.87376
69,34.85448
70,35.88824
71,36.06872
72,35.43064
73,33.94792
74,31.618721
75,28.5328
76,24.85544
77,21.05392
78,17.87704
79,15.97344
80,15.78368
81,17.50128
82,20.82728
83,25.05136
84,29.4212
85,33.28184
86,36.166
87,37.88784
88,38.44656
89,37.95904
90,36.49672
91,34.08824
92,30.842001
93,27.01496
94,22.94944
95,19.27048
96,16.71528
97,15.771359
98,16.63728
99,19.209919
100,22.93104
101,26.92552
102,30.4908
103,33.11864
104,34.54304
105,34.737362
106,33.99696
107,32.50856
108,30.36384
109,27.65864
110,24.65736
111,21.63688
112,19.09944
113,17.69768
114,17.91592
115,19.83616
116,23.225119
117,27.531199
118,31.97032
119,35.8572
120,38.74392
121,40.4004
122,40.78344
123,39.9972
124,38.09136
125,35.15464
126,31.38744
127,27.10936
128,22.768959
129,19.02904
130,16.64184
131,16.03488
132,17.2984
133,20.1844
134,24.08464
135,28.0576
136,31.38392
137,33.60464
138,34.50432
139,34.24088
140,33.03656
141,31.051039
142,28.4436
143,25.4312
144,22.17856
145,19.22256
146,17.30008
147,16.96216
148,18.4764
149,21.76904
150,26.32576
151,31.23888
152,35.73944
153,39.24728
154,41.411682
155,42.12408
156,41.52528
157,39.7368
158,36.86768
159,33.17152
160,28.98144
161,24.77288
162,21.12648
163,18.79952
164,18.23
165,19.52256
166,22.42768
167,26.42592
168,30.53912
169,33.97616
170,36.23816
171,37.06696
172,36.43632
173,34.75648
174,32.3712
175,29.49312
176,26.31768
177,23.07336
178,19.94504
179,17.3128
180,15.597899
181,15.134893
182,14.985647
183,14.90728
184,14.331074
185,12.788267
186,9.7894335
187,7.1546803
188,4.8749666
189,3.2481332
190,2.326
191,2.292
192,2.1544
193,1.9816
194,1.6824
195,1.4356
196,1.2456
197,1.1611999
198,1.158
199,1.2392
200,1.298
201,1.3504
202,1.3516
203,1.3572
204,1.4328
205,1.5336
206,1.5592
207,1.6024001
208,1.6452
209,1.5716
210,1.38
211,1.2484
212,1.0676
213,0.83
214,0.6596
215,0.6684
216,0.7892
217,1.0364
218,1.2872
219,1.5368
220,1.74
221,1.8472
222,1.8484
223,1.9228
224,1.952
225,1.8524001
226,1.6972001
227,1.6516
228,1.7708
229,2.2747998
230,3.2684
231,4.8208
232,6.988
233,9.6868
234,12.804
235,16.416
236,20.2716
237,23.998
238,27.3588
239,30.1016
240,31.9792
241,33.0692
242,33.542
243,33.5692
244,33.324398
245,32.8008
246,31.862398
247,30.31
248,28.0584
249,24.9604
250,21.042
251,16.7992
252,12.8004
253,9.492
254,7.4192
255,6.9476
256,7.6704
257,9.0984
258,10.7168
259,11.934
260,12.326799
261,11.7884
262,10.6756
263,9.3172
264,8.342
265,8.3756
266,10.0284
267,13.1288
268,17.500801
269,22.4824
270,27.3032
271,31.3472
272,34.3028
273,36.1712
274,37.2344
275,37.7388
276,37.878403
277,37.8032
278,37.3028
279,36.0948
280,34.032
281,30.948
282,26.867199
283,22.0952
284,17.2972
285,13.1364
286,10.1144
287,8.6
288,8.604
289,9.668
290,11.1432
291,12.5932
292,13.5416
293,13.642
294,12.8116
295,11.5256
296,10.156
297,9.420401
298,10.0192
299,12.4428005
300,16.2884
301,21.0832
302,25.981998
303,30.336
304,33.5284
305,35.6388
306,36.8128
307,37.4236
308,37.528
309,37.181202
310,36.128002
311,34.3196
312,31.456
313,27.6864
314,23.208801
315,18.5924
316,14.2644005
317,10.871201
318,8.7492
319,8.1456
320,8.902
321,10.556
322,12.4728
323,14.1412
324,15.142
325,14.872399
326,13.467199
327,11.549999
328,9.5736
329,8.1628
330,8.3628
331,10.4752
332,14.0504
333,18.597599
334,23.406
335,27.738
336,31.025202
337,33.1444
338,34.32
339,34.7868
340,34.6692
341,34.116802
342,33.1372
343,31.3924
344,28.6404
345,24.8
346,20.3972
347,15.889199
348,12.2296
349,10.2896
350,10.5064
351,12.2992
352,15.2448
353,18.4432
354,20.9736
355,22.3132
356,22.3948
357,21.463999
358,19.7672
359,17.6976
360,15.8468
361,15.1308
362,15.682401
363,17.678001
364,21.1572
365,25.4636
366,29.6944
367,33.2736
368,35.954002
369,37.5116
370,38.2224
371,38.1496
372,37.7128
373,36.6484
374,34.918
375,32.3176
376,28.8984
377,24.3668
378,19.566
379,14.996
380,11.1124
381,8.5284
382,7.8756
383,8.5508
384,9.9276
385,11.7332
386,13.1896
387,13.7364
388,13.2412
389,12.2168
390,11.056
391,10.2592
392,10.3908
393,12.2436
394,15.794
395,20.664799
396,26.57
397,32.717598
398,38.3024
399,42.7252
400,45.762
401,47.26
402,47.548
403,46.7548
404,45.2188
405,42.9816
406,40.19
407,36.689598
408,32.4444
409,27.508
410,22.362799
411,17.4364
412,13.2724
413,10.323199
414,8.79
415,8.3464
416,8.5171995
417,8.903999
418,9.0724
419,8.6684
420,7.9764
421,7.3156
422,7.0484
423,7.7668
424,10.0192
425,13.512
426,18.1072
427,23.364399
428,28.6736
429,33.4608
430,37.5604
431,40.7216
432,42.885998
433,44.1764
434,44.6932
435,44.5328
436,43.9228
437,43.2141
438,42.397564
439,38.529167
440,35.059967
441,31.909166
442,28.362667
443,24.686
444,24.27
445,23.638
446,23.092001
447,22.124
448,21.84
449,20.614
450,19.632
451,18.5
452,17.874
453,17.206
454,17.678
455,18.024
456,18.352
457,18.848
458,17.912
459,15.528
460,12.516
461,9.12
462,5.5160003
463,3.328
464,3.6399999
465,5.776
466,9.15
467,13.638
468,17.774
469,20.972
470,22.56
471,23.536
472,23.98
473,24.348
474,24.09
475,23.456
476,21.522
477,17.276001
478,12.728
479,8.102
480,6.202
481,5.968
482,8.91
483,12.668
484,17.176
485,19.582
486,21.046
487,22.064001
488,22.634
489,23.082
490,23.752
491,24.710001
492,24.958
493,25.106
494,24.56
495,23.852001
496,21.688
497,18.54
498,15.708
499,11.584
500,7.696
501,5.498
502,5.364
503,6.47
504,10.442
505,14.76
506,19.192
507,22.788
508,25.036
509,26.212
510,26.302
511,26.1
512,25.236
513,23.004
514,19.056
515,14.66
516,9.79
517,5.832
518,4.962
519,6.23
520,10.2560005
521,15.874001
522,21.682
523,25.504
524,29.130001
525,30.896
526,31.526001
527,31.612
528,31.866001
529,31.844
530,31.254
531,30.106
532,28.482
533,24.754
534,19.704
535,14.0199995
536,10.432
537,8.618
538,9.664
539,13.062
540,18.562
541,22.566
542,25.466
543,27.694
544,28.788
545,28.526
546,28.596
547,27.74
548,25.922
549,23.52
550,20.37
551,14.866
552,10.368
553,7.6619997
554,7.942
555,10.736
556,15.691999
557,21.476
558,26.539999
559,29.546
560,31.46
561,33.182
562,33.786
563,33.626
564,32.73
565,31.658
566,29.960001
567,27.368
568,24.286
569,19.880001
570,14.306
571,9.816
572,7.732
573,7.868
574,10.81
575,15.136
576,19.412
577,22.264
578,23.956001
579,24.634
580,25.11
581,24.716
582,23.84
583,22.274
584,19.378
585,15.018001
586,10.646
587,7.328
588,6.5759997
589,8.482
590,13.678
591,19.886
592,25.816
593,30.22
594,33.34
595,34.829998
596,35.57
597,35.932
598,36.054
599,35.814
600,35.208
601,34.475998
602,33.121998
603,31.533998
604,29.46
605,26.982
606,23.454
607,18.976
608,13.99
609,10.556
610,8.66
611,9.326
612,12.53
613,17.334
614,21.334
615,24.42
616,26.342
617,27.105999
618,26.83
619,26.3
620,25.54
621,24.144001
622,22.544
623,20.012001
624,16.006
625,12.096001
626,9.876
627,9.524
628,10.02
629,13.716001
630,18.884
631,23.518
632,26.678001
633,30.102001
634,32.248
635,32.624
636,32.666
637,32.506
638,32.362
639,31.548
640,31.442001
641,30.512001
642,29.064001
643,27.076
644,24.428
645,20.71
646,15.192
647,11.236
648,8.578
649,8.392
650,9.650001
651,13.646
652,16.814001
653,18.916
654,19.85
655,20.134
656,20.08
657,19.99
