Frame #,Angle
0,15.146667
1,14.38
2,13.9800005
3,13.34
4,13.47
5,13.714
6,14.322
7,15.848
8,16.09
9,16.7
10,18.104
11,19.44
12,19.672
13,19.998
14,20.369999
15,20.144
16,18.9
17,18.212
18,17.453999
19,16.234
20,16.067999
21,17.142
22,18.054
23,18.208
24,18.632
25,17.874
26,16.416
27,15.021999
28,14.823999
29,16.11
30,16.862
31,17.998
32,18.886
33,18.766
34,17.51
35,16.744
36,15.7300005
37,15.34
38,14.278
39,13.674
40,13.476
41,14.212
42,14.458
43,15.122
44,14.928
45,13.224
46,10.992001
47,8.746
48,6.7060003
49,4.838
50,4.87
51,5.2339997
52,5.378
53,6.582
54,7.426
55,8.368
56,10.546
57,13.012
58,16.144
59,16.484
60,17.838
61,17.532
62,17.416
63,16.41
64,19.09
65,20.034
66,21.914001
67,24.384
68,27.34
69,28.956001
70,31.0
71,31.612
72,30.896
73,29.35
74,27.794
75,25.336
76,23.248
77,20.178
78,17.42
79,15.796
80,15.192
81,13.512
82,16.782
83,16.068
84,15.57
85,14.426
86,14.27
87,10.422
88,10.156
89,9.382
90,8.076
91,8.472
92,9.208
93,11.23
94,13.548
95,16.612
96,19.17
97,18.102
98,18.794
99,19.154
100,18.852
101,18.856
102,24.386
103,27.79
104,31.26
105,35.57
106,37.106
107,36.716
108,34.854
109,32.916
110,29.202
111,25.526
112,21.534
113,19.1
114,15.5
115,14.07
116,14.228
117,14.476
118,17.236
119,17.572
120,16.428
121,14.276
122,12.018
123,7.398
124,6.812
125,6.7539997
126,8.0720005
127,9.014
128,11.722
129,14.732
130,17.596
131,18.984
132,18.004
133,15.82
134,15.302
135,14.192
136,16.098
137,19.03
138,23.866001
139,26.996
140,30.796
141,32.244
142,35.502
143,35.711998
144,33.838
145,31.986
146,29.576
147,25.51
148,21.262001
149,19.036
150,15.354
151,13.09
152,13.424
153,14.114
154,14.158
155,16.508
156,16.384
157,14.976
158,12.592
159,10.396
160,6.8059998
161,5.166
162,3.596
163,2.886
164,3.3960001
165,7.394
166,12.168
167,15.614
168,20.118
169,21.968
170,19.044
171,16.782
172,18.642
173,19.466
174,21.704
175,25.984
176,29.984
177,31.284
178,32.378
179,34.076
180,34.65
181,33.14
182,31.751999
183,29.444
184,26.539999
185,24.858
186,24.108
187,22.638
188,22.738
189,22.488
190,22.774
191,22.938
192,24.95
193,26.018
194,27.1975
195,28.106667
