Frame #,Angle
0,13.356667
1,13.622499
2,13.656
3,13.444
4,12.622
5,14.406
6,12.902
7,13.694
8,13.728
9,14.09
10,13.441999
11,13.816
12,12.876
13,12.496
14,11.948
15,12.038
16,13.224
17,13.648
18,14.024
19,14.3619995
20,13.816
21,14.188
22,13.98
23,13.794
24,14.716
25,15.246
26,14.72
27,14.68
28,15.486
29,13.498
30,12.122
31,11.948
32,10.7
33,10.634
34,11.402
35,12.062
36,11.337999
37,10.128
38,7.7219996
39,5.784
40,4.08
41,2.72
42,5.1219997
43,7.868
44,11.97
45,16.054
46,20.874
47,23.178
48,25.83
49,27.41
50,28.202
51,28.702
52,28.76
53,27.902
54,26.532
55,25.657999
56,23.032
57,20.55
58,17.83
59,15.964001
60,16.494
61,15.022
62,13.568
63,10.746
64,8.408
65,2.828
66,0.40800005
67,-1.756
68,-3.0
69,-3.156
70,-2.632
71,-1.0760001
72,3.1799998
73,9.2699995
74,14.559999
75,15.44
76,16.616
77,16.438
78,14.38
79,11.238
80,13.12
81,14.8880005
82,15.652
83,17.618
84,20.65
85,22.938
86,24.44
87,25.938
88,26.584
89,25.01
90,22.558
91,20.326
92,17.186
93,14.926
94,13.462
95,14.702
96,13.786
97,13.39
98,10.93
99,10.178
100,5.646
101,2.4459999
102,1.1600001
103,2.022
104,1.138
105,3.714
106,10.498
107,17.096
108,21.636
109,23.618
110,23.542
111,20.034
112,15.686
113,12.008
114,12.048
115,14.174
116,16.33
117,18.576
118,21.974
119,25.29
120,27.154
121,27.42
122,26.92
123,24.876
124,21.934
125,18.67
126,15.962
127,14.394
128,13.434
129,15.1
130,15.222
131,14.650001
132,13.156
133,17.814001
134,14.43
135,11.606
136,10.736
137,9.446
138,7.014
139,7.928
140,11.686
141,17.082
142,19.662
143,16.868
144,16.842
145,15.422
146,12.25
147,11.182
148,13.654
149,15.556
150,19.066
151,23.284
152,28.373999
153,31.556
154,34.41
155,33.98
156,31.916
157,29.19
158,25.926
159,22.396
160,19.496
161,18.164
162,18.706
163,17.23
164,15.268
165,14.174
166,12.422
167,8.344
168,5.458
169,2.452
170,1.14
171,0.21600002
172,4.244
173,8.652
174,14.692
175,18.99
176,20.452
177,17.636
178,15.566
179,13.38
180,11.658
181,12.646
182,16.172
183,18.952
184,20.77
185,23.026667
