Frame #,Angle
0,7.5133333
1,7.4025
2,7.2060003
3,7.3380003
4,8.022
5,7.902
6,8.092
7,8.338
8,8.266
9,8.236
10,9.026
11,9.864
12,10.488
13,11.354
14,11.424
15,11.56
16,11.652
17,11.618
18,11.472
19,11.43
20,11.606
21,11.6779995
22,12.102
23,12.798
24,13.366
25,13.148
26,12.916
27,12.456
28,11.672
29,11.006
30,11.068
31,10.812
32,10.704
33,10.698
34,10.6380005
35,9.582
36,8.794
37,8.1380005
38,7.13
39,6.18
40,7.112
41,7.226
42,7.594
43,7.898
44,8.232
45,8.202
46,7.928
47,8.0
48,7.728
49,7.906
50,6.546
51,5.844
52,4.918
53,4.426
54,3.506
55,5.016
56,6.398
57,8.584
58,11.226
59,14.144
60,15.848001
61,18.084
62,19.404001
63,20.974
64,22.258001
65,22.706001
66,22.630001
67,22.442
68,21.678
69,20.952
70,20.134
71,19.84
72,18.308
73,16.618
74,14.326
75,12.172
76,9.466
77,7.836
78,6.4839997
79,5.626
80,4.72
81,3.7979999
82,3.3999999
83,3.784
84,5.578
85,7.764
86,10.518
87,12.768
88,14.466
89,14.402
90,14.806
91,15.074
92,14.658
93,14.258
94,14.822
95,15.74
96,16.444
97,17.855999
98,19.368
99,19.944
100,19.584
101,17.886
102,16.855999
103,13.8880005
104,10.458
105,8.162
106,6.576
107,4.288
108,4.938
109,6.974
110,8.292
111,11.438
112,14.132
113,15.9539995
114,17.515999
115,18.718
116,18.544
117,19.008
118,18.292
119,17.004
120,15.24
121,13.106
122,10.217999
123,7.398
124,4.72
125,2.516
126,1.85
127,1.828
128,2.54
129,3.53
130,5.128
131,5.434
132,5.774
133,6.754
134,7.632
135,7.94
136,8.984
137,10.256
138,10.814
139,12.496
140,15.378
141,18.294
142,20.674
143,22.782
144,22.906
145,20.566
146,16.136
147,12.142
148,7.924
149,4.816
150,4.0039997
151,6.002
152,8.802
153,13.226
154,18.034
155,21.449999
156,23.359999
157,25.552
158,26.68
159,26.37
160,24.862
161,24.324001
162,21.308
163,17.254
164,13.424
165,10.49
166,7.406
167,4.7799997
168,3.204
169,2.1499999
170,1.508
171,1.448
172,5.026
173,8.48
174,11.874
175,15.539999
176,19.028
177,17.954
178,18.342
179,18.302
180,18.12
181,18.688
182,20.834
183,22.22
184,23.786
185,25.678
186,25.202
187,23.806
188,19.254
189,15.002
190,11.134
191,7.6740003
192,4.364
193,4.026
194,5.3059998
195,5.25
196,6.2200003
197,9.174
198,12.452
199,13.7
200,15.834
201,16.908
202,16.822
203,16.2075
204,15.783334
